,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11
namespace,0.01,20.186338582062916,3.783666882735634,6.059994535186355,0.01,0.01,0.01,0.01,0.01,0.01,0.01
nameservices,0.01,1.0099999999939069,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.0099999999965315
nameservice,0.01,4.0099999999886355,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
movement,0.01,2.0099999999927367,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
mr,0.01,14.464185613330505,0.01,0.01,0.01,0.01,11.64355278197103,0.01,0.01,2.380713876649465,27.55154772803042
msi,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,6.009999999993474
symlinks,0.01,0.01,0.01,0.01,0.01,100.00999999999819,0.01,0.01,0.01,0.01,0.01
multipart,0.01,23.009999999990534,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
symlink,0.01,0.01,0.01,0.01,0.01,54.009999999997696,0.01,0.01,0.01,0.01,0.01
multiplexer,0.01,9.009999999994742,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
multithreaded,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,4.009999999982254,0.01
mutex,0.01,1.0099999999867169,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.0099999999950287
mutual,0.01,0.01,0.01,0.01,0.01,2.0099999999934837,0.01,1.0099999999940374,0.01,0.01,2.0099999999930622
mux,0.01,2.0099999999951588,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
mv,0.01,0.01,4.009999999994644,3.009999999993922,0.01,0.01,0.01,0.01,0.01,0.01,0.01
namenode,0.01,0.01,0.01,0.01,0.01,0.01,10.505355890561459,169.21646012497476,35.308183984450935,0.01,0.01
symbolic,0.01,0.01,0.01,0.01,0.01,70.0099999999974,0.01,0.01,0.01,0.01,0.01
nameserver,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0099999999987095,0.01,1.0099999999926708
negatively,0.01,0.01,0.01,0.01,0.01,0.01,2.0099999999853213,0.01,0.01,0.01,0.01
negotiate,0.01,0.01,0.01,0.01,0.01,0.01,5.009999999985919,0.01,0.01,0.01,2.009999999993295
swarm,0.01,2.0099999999955047,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
nest,0.01,1.009999999981341,0.01,0.01,0.01,0.01,0.01,0.01,0.01,5.009999999996608,0.01
suspect,0.01,1.0099999999892317,2.009999999998771,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
ntfs,0.01,0.01,0.01,0.01,0.01,15.009999999999193,0.01,0.01,0.01,0.01,0.01
null,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.3238986874613716,0.01,14.37487143175399,1.331229880766351
number,0.01,58.613871102490926,0.01,0.01,8.092145338357168,0.01,60.34088334745198,37.519082464207315,35.636096956498,14.857920790977444,0.01
numerous,0.01,0.8175347922675942,0.01,2.2024652077184275,0.01,0.01,0.01,0.01,0.01,0.01,0.01
oauth,0.01,0.01,3.0099999999961353,10.009999999992862,0.01,0.01,0.01,0.01,0.01,0.01,0.01
observation,0.01,0.01,0.01,0.01,0.01,0.01,2.0099999999952107,0.01,0.01,0.01,0.01
observe,0.01,7.132744136292697,0.01,0.01,0.01,0.01,0.01,3.8872558636917662,0.01,0.01,0.01
obsolete,0.01,0.01,0.01,1.0099999999932423,0.01,0.01,0.01,1.009999999995513,0.01,0.01,0.01
obtain,0.01,0.01,0.01,10.269328139847927,3.2113093467987173,0.01,3.549362513333047,0.01,0.01,0.01,0.01
obvious,0.01,1.0099999999946347,3.818553316106728,0.01,0.01,0.01,2.2014466838813544,0.01,0.01,0.01,0.01
obviously,0.01,0.01,0.01,0.01,0.01,1.2120612980716763,5.807938701915516,0.01,0.01,0.01,0.01
occupy,0.01,6.009999999992474,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
occur,0.01,1.4007615499558104,0.01,1.1061389515355626,0.01,0.01,0.01,4.818786102953656,0.01,0.01,9.714313395531962
occurrence,0.01,0.01,0.01,0.01,0.01,0.01,1.0099999999948615,0.01,0.01,0.01,1.0099999999920026
noticeable,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.009999999995074,0.01,0.01
survive,0.01,3.0099999999932727,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
notice,0.01,8.464970719134682,0.01,0.01,0.01,0.01,4.6620737152128555,5.902955565637964,0.01,0.01,0.01
normally,0.01,0.01,0.01,0.01,2.5211632752462925,0.01,2.9285830786538254,0.01,0.01,0.01,3.580253646075793
net,0.01,7.637124672566978,0.01,1.1956603040766647,0.01,0.01,1.197215023332023,0.01,0.01,0.01,0.01
newer,0.01,1.3640106435665311,5.952180852618386,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.7138085038029132
newly,0.01,0.01,1.514731328646243,0.01,0.01,6.663407368454422,2.851861302872721,0.01,0.01,0.01,0.01
swap,0.01,0.01,0.01,0.01,0.01,0.01,4.009999999990825,0.01,0.01,1.0099999999889804,0.01
ni,0.01,0.01,5.009999999995983,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
nice,0.01,0.01,0.01,12.5892189831485,0.01,0.01,0.01,10.808010388230668,0.01,10.79363536469071,7.8491352639101315
swamp,0.01,0.01,0.01,0.01,0.01,0.01,2.0099999999961184,0.01,0.01,0.01,0.01
nios,0.01,0.01,0.01,1.0099999999869747,0.01,0.01,0.01,0.01,0.01,0.01,1.0099999999958964
nn,0.01,57.19357307495828,0.01,1.6538127631317625,0.01,0.01,0.01,0.01,0.01,0.01,2.1826141618929022
nns,0.01,4.009999999990644,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
nodegroup,0.01,0.01,0.01,0.01,0.01,0.01,2.0099999999951272,0.01,0.01,0.01,0.01
nodes,0.01,0.01,0.01,0.01,0.01,0.01,3.1799282544682725,7.840071745515625,0.01,0.01,0.01
sustain,0.01,0.01,2.0099999999831706,0.01,0.01,0.01,1.0099999999948615,0.01,0.01,0.01,0.01
normal,0.01,5.901451800010333,0.01,0.01,5.690285859288892,0.01,8.207370622672492,0.01,1.5429642167260422,0.01,3.707927501282839
normalize,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,5.009999999995423
note,0.01,13.803919339869813,11.92259820860057,8.970521614704163,0.01,0.01,5.709782961942529,2.381502015417972,0.01,18.772041420787115,7.509634438656996
ozone,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,15.00999999999306
line,0.01,1.647342637905941,0.01,2.1042382128170734,0.01,0.01,12.84420446014522,0.01,33.86611297814715,6.5881017109672255,0.01
tend,0.01,0.01,0.01,0.01,0.01,0.01,5.009999999986725,0.01,0.01,0.01,0.01
infrequently,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.00999999998376
ingres,0.01,0.01,0.01,0.01,8.009999999996122,0.01,0.01,0.01,0.01,0.01,0.01
inherently,0.01,1.0099999999945495,0.01,1.0099999999914697,0.01,0.01,0.01,0.01,0.01,0.01,0.01
inherit,0.01,0.01,0.01,3.009999999989094,0.01,0.01,0.01,0.01,0.01,0.01,0.01
inheritance,0.01,0.01,0.01,1.0608029430868833,0.01,0.01,0.01,1.9591970568984338,0.01,0.01,0.01
tmp,0.01,0.01,0.01,0.01,0.01,0.01,0.01,10.009999999994985,0.01,0.01,0.01
infrastructure,0.01,0.01,0.01,7.383577092598448,0.01,0.01,9.607846019820698,1.0385768875677435,0.01,0.01,0.01
tip,0.01,0.01,0.01,0.01,0.01,0.01,4.009999999995598,0.01,0.01,0.01,0.01
timing,0.01,1.743562983406321,0.01,0.01,0.01,0.01,2.0676633776430764,2.2187736389361685,0.01,0.01,0.01
timestamps,0.01,0.01,0.01,0.01,0.01,0.01,4.009999999990799,0.01,0.01,0.01,0.01
initializes,0.01,5.009999999993072,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
initially,0.01,2.7606296080283426,0.01,7.486443730756551,0.01,0.01,3.7829266611910453,0.01,0.01,0.01,0.01
initiate,0.01,0.01,0.01,0.01,3.903352642917025,0.01,5.637778617900178,0.01,0.01,0.01,3.4888687391638866
inject,0.01,0.01,0.01,16.009999999987528,0.01,0.01,0.01,0.01,0.01,0.01,0.01
initialization,0.01,4.568580338911798,0.01,0.01,0.01,0.01,1.136861465078707,0.01,0.01,6.876915839890509,12.457642356093526
infra,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.0099999999895406
inform,0.01,2.644257228543876,0.01,1.108777751933937,0.01,0.01,0.01,0.01,1.276965019506807,0.01,1.0099999999958964
info,0.01,19.57278676455175,3.791380037668533,0.01,0.01,0.01,14.470697885928358,0.01,0.01,4.205135311829889,0.01
independently,0.01,0.01,0.01,2.9069129641772253,0.01,0.01,2.1315696136440403,4.0594737052117935,0.01,0.01,3.942043716941109
index,0.01,0.01,0.01,0.01,0.01,0.01,10.317989987675977,27.695465072572325,0.01,7.016544939740504,0.01
indexed,0.01,0.01,0.01,0.01,0.01,1.0099999999911442,0.01,1.0099999999940226,0.01,0.01,0.01
indicate,0.01,0.01,0.01,1.4783781096700075,0.01,2.9649441254163427,3.2884245835788826,0.01,0.01,0.01,6.3082531813017235
indicates,0.01,0.01,0.01,0.01,0.01,0.01,4.94075528567935,0.01,0.01,2.079244714303398,0.01
indication,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.0099999999955456,0.01,0.01
indicator,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.009999999996268,0.01,0.01,0.01
indirectly,0.01,0.01,0.01,0.01,0.01,0.01,1.582447586230062,0.01,0.01,0.01,1.4375524137484619
individual,0.01,0.01,0.01,1.7454725626595247,0.01,1.733665783756119,9.871120734062478,0.01,0.01,1.1430878726868872,8.556653046803065
inefficiency,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.0099999999947187,0.01,2.0099999999960474,0.01
today,0.01,9.3343379584696,0.01,13.087514107626964,0.01,0.01,5.549125574366464,0.01,0.01,0.01,4.0690223595205754
inefficiently,0.01,0.01,0.01,0.01,0.01,0.01,2.0099999999948905,0.01,0.01,0.01,0.01
inevitably,0.01,0.01,0.01,0.01,0.01,0.01,1.1445327870694362,0.01,0.01,0.8754672129208602,1.0099999999941836
infinite,0.01,0.01,0.01,0.01,3.0099999999945144,0.01,1.0099999999925764,0.01,0.01,0.01,0.01
influence,0.01,0.01,0.01,0.01,0.01,0.01,1.8765181239611428,0.01,0.01,0.01,2.143481876028268
injection,0.01,0.01,0.01,5.009999999981985,0.01,0.01,0.01,0.01,0.01,0.01,0.01
independent,0.01,0.01,4.554413787353533,8.693815226231784,2.423522897681293,0.01,4.991958509468802,0.01,0.01,0.01,5.386289579245993
inline,0.01,4.009999999970945,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
timeout,0.01,12.044938512577506,0.01,0.01,0.01,0.01,19.975061487411825,0.01,0.01,0.01,0.01
instrument,0.01,0.01,0.01,0.01,0.01,0.01,2.0099999999907916,7.009999999997973,0.01,0.01,0.01
instrumentation,0.01,0.01,0.01,4.375136097575301,0.01,0.01,2.7423526585957148,1.2527045735211455,0.01,0.01,9.669806670290734
tight,0.01,0.01,0.01,0.01,0.01,0.01,1.0099999999939824,0.01,0.01,0.01,1.0099999999951539
insure,0.01,0.01,0.01,0.01,0.01,1.0099999999965148,0.01,0.01,0.01,0.01,2.009999999984493
integrates,0.01,0.01,0.01,2.009999999994688,0.01,0.01,0.01,0.01,0.01,0.01,0.01
intel,0.01,0.01,5.0099999999985085,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
instruction,0.01,4.00999999997422,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
intelligently,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.009999999984427,0.01,0.01,0.01
intensive,0.01,0.01,0.01,0.01,0.01,0.01,10.143046509253345,0.01,0.01,0.01,1.876953490734372
intent,0.01,0.01,0.01,0.01,0.01,0.01,0.01,4.0099999999793665,0.01,0.01,0.01
inter,0.01,0.01,0.01,2.0099999999881795,0.01,0.01,0.01,0.01,0.01,0.01,2.009999999996648
interactive,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.0099999999933673
interested,0.01,0.01,3.2970167030934645,5.2931597708234985,3.439823526069373,0.01,0.01,0.01,0.01,0.01,0.01
interfacing,0.01,0.01,0.01,3.009999999991374,0.01,0.01,0.01,0.01,0.01,0.01,0.01
intend,0.01,2.2345424053919833,5.039871340119112,0.01,0.01,0.01,7.451239564036321,0.01,4.798947472569501,0.01,5.525399217857286
instruct,0.01,0.01,0.01,0.01,0.01,0.01,1.9366432818506256,0.01,0.01,0.01,1.0833567181300774
instead,0.01,24.119594346963495,13.749206805853253,10.949861228437552,0.01,26.22812480298826,15.696332404462986,15.786681061966817,5.290718090892794,21.962864875005685,15.306616383408647
tighter,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.0099999999903924
inodes,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.0099999999925586,0.01,0.01,0.01
inout,0.01,0.01,0.01,0.01,0.01,0.01,1.1984573709571726,0.01,1.179817488209653,0.01,1.651725140818042
input,0.01,0.01,0.01,6.312584791242958,0.01,0.01,23.727185629934176,0.01,71.62455386596864,24.180256097639862,21.205419615197442
inputoutput,0.01,0.01,6.473178128148583,0.01,0.01,0.01,3.5468218718419333,0.01,0.01,0.01,0.01
insecure,0.01,1.6547593922727426,0.01,21.365240607718373,0.01,0.01,0.01,0.01,0.01,0.01,0.01
timeline,0.01,0.01,0.01,0.01,0.01,1.0099999999973086,2.009999999953583,0.01,0.01,0.01,0.01
inside,0.01,0.01,0.01,15.387122661811036,0.01,0.01,4.449197352183272,8.383751779619061,0.01,2.6878558571945614,2.1420723491720124
insight,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.0099999999703617,0.01,0.01,0.01
inspect,0.01,0.01,0.01,0.01,0.01,0.01,1.190975881952322,1.8290241179827385,0.01,0.01,0.01
instal,0.01,0.01,0.01,2.7406469106748155,0.01,0.01,10.279353089313163,1.009999999996694,0.01,0.01,0.01
install,0.01,3.5303771989529853,0.01,0.01,0.01,0.01,0.01,1.3447967508621606,0.01,11.154826050168545,0.01
installation,0.01,0.01,0.01,7.28285771986501,0.01,0.01,0.01,1.7371422801243348,0.01,0.01,0.01
till,0.01,0.01,0.01,0.01,0.01,0.01,2.5965108030002084,3.7545940181936475,0.01,0.01,3.6788951787785247
tightly,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.0099999999958054
instantiates,0.01,1.7232839630657224,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.296716036918652
timeouts,0.01,5.340919798287189,0.01,0.01,0.01,0.01,7.256018069116061,2.4330621325826365,0.01,0.01,0.01
independant,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.009999999996341
indefinitely,0.01,0.01,0.01,0.01,0.01,0.01,0.01,5.009999999992413,0.01,0.01,0.01
incurs,0.01,0.01,0.01,0.01,0.01,0.01,2.0099999999930094,0.01,0.01,0.01,0.01
identify,0.01,0.01,0.01,12.228685692467737,0.01,0.01,7.434843132732995,9.430931320301426,0.010000000000000028,8.945539854480556,0.01
trace,0.01,0.01,5.009999999995774,0.01,1.014432031704854,0.01,16.005567968287625,0.01,0.01,0.01,0.01
idle,0.01,16.203736160460746,0.01,0.01,0.01,0.01,6.816263839530348,0.01,0.01,0.01,0.01
idp,0.01,0.01,0.01,0.01,0.01,0.01,4.489959599441144,0.01,0.01,0.01,2.530040400541916
ignore,0.01,6.841104747055113,0.01,1.0821230982669197,0.01,0.01,1.419084793696255,4.697687360959842,0.01,0.01,0.01
ignores,0.01,2.9463461441262653,0.01,0.01,0.01,0.01,0.01,1.073653855850271,0.01,0.01,0.01
identifies,0.01,0.01,0.01,0.01,0.01,0.01,4.009999999980869,0.01,0.01,0.01,0.01
ii,0.01,0.01,0.01,0.01,0.01,6.009999999997079,0.01,0.01,0.01,0.01,0.01
touch,0.01,0.01,1.0099999999971723,1.0303218844525492,0.01,2.98967811553283,0.01,0.01,0.01,0.01,0.01
image,0.01,19.368347409421087,41.0760137794525,0.01,0.01,0.01,0.01,2.446549537817895,1.1490892732951279,0.01,0.01
imagine,0.01,0.01,1.1722935320416839,0.01,0.01,0.01,5.847706467946864,0.01,0.01,0.01,0.01
totally,0.01,0.01,0.01,0.01,0.01,0.01,1.892789592367627,1.1272104076215084,0.01,0.01,0.01
impact,0.01,4.4034123844597834,4.475122934007939,1.8439910988365589,0.01,0.01,12.315312316041839,0.01,0.01,7.012161266633638,0.01
impersonate,0.01,0.01,0.01,0.01,2.009999999994467,0.01,0.01,0.01,0.01,0.01,3.0099999999940845
tpcds,0.01,0.01,0.01,0.01,0.01,0.01,2.0099999999951716,0.01,0.01,0.01,0.01
identifier,0.01,0.01,0.01,0.01,0.01,0.01,2.333859783724972,0.01,0.01,6.686140216258468,0.01
identification,0.01,0.01,0.01,0.01,0.01,0.01,2.009999999979774,0.01,0.01,0.01,0.01
identical,0.01,0.01,0.01,0.01,0.01,1.009999999997118,0.01,2.0099999999953906,0.01,0.01,0.01
hsftp,0.01,0.01,0.01,0.01,0.01,0.01,4.009999999984119,0.01,0.01,0.01,0.01
hsso,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,8.946369930533317,5.073630069446137
httpclient,0.01,0.01,0.01,4.009999999989356,0.01,0.01,0.01,0.01,0.01,0.01,0.01
httpfs,0.01,0.01,0.01,3.0099999999945295,0.01,0.01,0.01,0.01,0.01,0.01,0.01
huge,0.01,0.01,0.01,0.01,0.01,8.464866858506273,14.555133141480633,0.01,0.01,0.01,0.01
human,0.01,1.014568243821388,2.260756420762071,0.01,0.01,0.01,0.01,2.1014034581173298,0.01,0.01,2.6632718772811037
hung,0.01,2.0099999999951343,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
hurt,0.01,0.01,0.01,0.01,0.01,0.01,4.374618990662883,3.6453810093192573,0.01,0.01,0.01
hw,0.01,0.01,0.01,0.01,0.01,2.8255817850575102,1.1944182149355922,0.01,0.01,0.01,0.01
iam,0.01,0.01,2.2708381534088353,5.74916184658065,0.01,0.01,1.0099999999919929,0.01,0.01,0.01,0.01
specialized,0.01,4.0099999999845926,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
idea,0.01,0.01,4.360999862976142,6.618149251123549,0.01,0.01,12.242289027573321,9.469601498676287,3.866699676159724,0.01,38.50226068346736
tracked,0.01,2.0099999999848546,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
track,0.01,12.250993930323261,0.01,17.432333625516655,0.01,29.981017407582254,15.588996104991395,4.914916697905411,3.589405329853763,9.312336903806747,0.01
idempotency,0.01,6.009999999996634,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
impersonation,0.01,0.01,0.01,0.01,0.01,0.01,3.009999999987487,0.01,0.01,0.01,5.009999999992652
impl,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.5157215374904587,0.01,11.504278462499997,0.01
total,0.01,7.123583890944273,0.01,0.01,0.01,0.01,0.01,19.869099080004148,3.826466550194513,1.2208504788435741,0.01
implementer,0.01,1.009999999994061,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0099999999932971
inconsistency,0.01,0.01,0.01,0.01,0.01,5.3704088671682735,2.0893298260466895,2.5702613067700293,0.01,0.01,0.01
inconsistent,0.01,0.01,0.01,0.01,0.01,5.743304195560334,1.1998341926744,0.01,0.01,0.01,1.086861611742833
inconvenient,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.0099999999839984
incorporate,0.01,0.01,0.01,9.972215977093613,0.01,0.01,0.01,0.01,0.01,0.01,1.0477840228911561
incorporates,0.01,3.009999999961379,0.01,0.01,0.01,0.01,0.01,1.0099999999846672,0.01,0.01,0.01
incorrect,0.01,0.01,0.01,0.01,2.0099999999898293,0.01,0.01,2.009999999975921,0.01,0.01,0.01
incorrectly,0.01,0.01,0.01,2.00999999999264,0.01,0.01,0.01,1.0099999999940226,0.01,0.01,0.01
increase,0.01,1.476677038130547,0.01,0.01,0.01,0.01,4.0790999484285555,35.3364516609957,0.01,3.8981652088044636,6.2596061436199495
increasingly,0.01,2.0099999999821008,0.01,0.01,0.01,0.01,0.01,1.0099999999963412,0.01,0.01,0.01
increment,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.009999999994525,4.009999999991273
told,0.01,0.01,0.01,1.0099999999859601,0.01,0.01,3.009999999988404,0.01,0.01,0.01,0.01
toggle,0.01,0.01,0.01,0.01,0.01,0.01,1.0099999999935863,0.01,0.01,1.009999999995514,0.01
incremented,0.01,0.01,0.01,0.01,0.01,0.01,1.0910155826585113,0.9289844173317122,0.01,0.01,0.01
incrementing,0.01,0.01,0.01,0.01,0.01,0.01,2.0099999999884264,0.01,0.01,0.01,0.01
incur,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.009999999993935,0.01,3.0099999999963565,0.01
incomplete,0.01,0.01,0.01,0.01,0.01,0.01,2.00999999998973,5.009999999997554,0.01,0.01,0.01
interfere,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0273494034099357,2.9926505965492556
incompatible,0.01,0.01,0.01,3.2624762666728304,0.01,0.01,0.01,2.1632623176530674,0.01,0.01,5.604261415657845
tolerance,0.01,0.01,0.01,0.01,0.01,0.01,4.0099999999922185,0.01,0.01,0.01,0.01
implicit,0.01,0.01,0.01,0.01,0.01,0.01,2.0099999999938776,0.01,0.01,0.01,0.01
torque,0.01,10.009999999995307,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
topic,0.01,0.01,0.01,0.01,1.5243699410214122,0.01,1.1692010609411476,1.336428997970539,0.01,0.01,0.01
tools,0.01,0.01,0.01,0.01,0.01,0.01,5.00999999999289,1.0099999999953344,0.01,0.01,0.01
importantly,0.01,1.009999999988997,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0099999999703604
impose,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.00999999998533
impossible,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,5.644378280861081,3.375621719118893
impression,0.01,0.01,2.009999999994699,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
tomorrow,0.01,0.01,0.01,1.0099999999929938,0.01,0.01,0.01,0.01,0.01,0.01,1.0099999999916078
tombstone,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,6.009999999990196
improves,0.01,0.01,0.01,1.5540955064312043,2.539070455193302,0.01,2.9368340383617073,0.01,0.01,0.01,0.01
inaccessible,0.01,0.01,0.01,0.01,0.01,0.01,2.0099999999793545,0.01,0.01,0.01,0.01
inappropriate,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.009999999996228,0.01
tolerate,0.01,1.009999999988997,0.01,0.01,0.01,1.0099999999925282,0.01,0.01,0.01,0.01,0.01
inclusion,0.01,0.01,0.01,0.01,0.01,0.01,2.0099999999877256,0.01,0.01,1.0099999999942106,0.01
incompatibility,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.009999999994723,3.009999999992414
intermediate,0.01,0.01,0.01,3.306165313706023,0.01,0.01,11.250541834877511,2.154838511927297,0.01,0.01,1.328454339469058
intermittent,0.01,3.0099999999951317,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
tie,0.01,0.01,0.01,0.01,0.01,0.01,2.009999999990531,0.01,0.01,0.01,1.0099999999909588
knew,0.01,0.01,0.01,0.01,0.01,15.009999999999193,0.01,0.01,0.01,0.01,0.01
knob,0.01,0.01,0.01,0.01,0.01,0.01,1.0099999999915945,1.0099999999951366,0.01,0.01,0.01
th,0.01,1.0099999999923333,0.01,0.01,0.01,0.01,5.0099999999962,0.01,0.01,0.01,0.01
known,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,5.009999999993881
knox,0.01,0.01,0.01,4.0099999999930045,0.01,0.01,0.01,0.01,0.01,0.01,0.01
kosmos,0.01,0.01,3.009999999993013,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
kms,0.01,0.01,1.0099999999979365,0.01,0.01,0.01,0.01,0.01,0.01,8.00999999999343,0.01
tgt,0.01,0.01,0.01,0.01,0.01,0.01,3.0099999999487275,0.01,0.01,0.01,0.01
label,0.01,0.01,0.01,1.3464511918316047,0.01,0.01,2.6735488081472325,0.01,0.01,0.01,0.01
tfile,0.01,0.01,8.009999999996154,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
lag,0.01,2.0099999999890903,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
laid,0.01,2.0099999999828637,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
tez,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.0099999999948834
lambda,0.01,0.01,0.01,3.0099999999881355,0.01,0.01,0.01,0.01,0.01,0.01,0.01
la,0.01,0.01,0.01,0.01,0.01,0.01,20.69442406564075,0.01,0.01,0.01,2.3255759343478224
kmipetc,0.01,0.01,0.01,2.0099999999958005,0.01,0.01,0.01,0.01,0.01,0.01,0.01
thanks,0.01,0.01,0.01,5.718345814974674,0.01,0.01,3.885142358798318,0.01,0.01,0.01,1.426511826206307
klein,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.009999999993262
kerby,0.01,0.01,0.01,3.3449628688670234,0.01,0.01,0.01,0.01,0.01,0.01,18.675037131125258
thing,0.01,14.123865238897613,4.902802814947459,9.16538436726125,0.01,1.7750753445665317,17.910665098585486,10.11409137557332,0.01,0.01,14.078115760148252
keyed,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.009999999995692,0.01
keypairs,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.0099999999951565,0.01
thes,0.01,0.01,0.01,0.01,0.01,0.01,3.8542684888914827,2.1657315110972313,0.01,0.01,0.01
keystone,0.01,0.01,0.01,2.0099999999953226,0.01,0.01,0.01,0.01,0.01,0.01,0.01
keystores,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,9.009999999994646,0.01
theory,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.0099999999846454,0.01,0.01,0.01
thee,0.01,0.01,0.01,4.009999999996335,0.01,0.01,0.01,0.01,0.01,0.01,0.01
keyvalue,0.01,0.01,0.01,0.01,0.01,0.01,3.1982719037509426,0.01,0.01,0.01,8.821728096237734
keyvalues,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.009999999993484
kfs,0.01,0.01,3.638908675035962,0.01,0.01,0.01,0.01,0.01,0.01,0.01,15.381091324956712
kill,0.01,40.00999999999259,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
kind,0.01,12.18661162036042,0.01,3.735888673298844,0.01,0.01,0.01,0.01,0.01,0.01,4.10749970632184
kinit,0.01,0.01,0.01,3.0099999999869325,0.01,0.01,0.01,0.01,0.01,0.01,0.01
large,0.01,24.20875189711857,0.01,0.01,8.687963940967716,0.01,58.37254867436334,55.32343232520453,8.95158682603019,2.5571638215958297,1.968552514701783
